date,keywords,headline,source,doc_type,web_url,news_desk,section,snippet,lead_paragraph
2009-07-09T09:59:57Z,News,July 9: Updates on the Protests in Iran,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/07/09/latest-updates-on-iran-election-protests/,None,None,"Reports are coming out of Tehran on Thursday of new protests against the disputed results of the June 12 presidential election. To supplement the work of Michael Slackman and Nazila Fathi, who are writing the main news article on the day's events for...","Reports are coming out of Tehran on Thursday of new protests against the disputed results of the June 12 presidential election. To supplement the work of Michael Slackman and Nazila Fathi, who are writing the main news article on the day's events for The New York Times, The Lede is providing updates on the protests as information becomes available. Please refresh this page throughout the day to get the latest updates at the top of your screen (updates are stamped with the time in New York -- it is 8.5 hours later in Tehran)."
2009-07-09T00:00:00Z,China; Demonstrations and Riots; Uighurs (Chinese Ethnic Group); Xinjiang (China),Migrants Describe Grief From China’s Strife,The New York Times,article,http://www.nytimes.com/2009/07/09/world/asia/09han.html,Foreign,World,The journey of a family trying to forge a new life in the Xinjiang region ended with the death of a son in ethnic riots.,The journey of a family trying to forge a new life in the Xinjiang region ended with the death of a son in ethnic riots.
2009-07-10T16:32:09Z,News,"Pictures of the Day: Friday, July 10",The New York Times,blogpost,http://lens.blogs.nytimes.com/2009/07/10/pictures-21/,None,Multimedia,"A steady diet of photos showing strife, violence and unrest can have a numbing effect on any viewer. That's why a fresh perspective is so prized.","Update | Wednesday, 4:42 p.m. A number of readers questioned the identification of the boy in Slide 1 as Uighur, so we asked the European Pressphoto Agency, which relayed the question to the photographer, Diego Azubel. We have received this answer from E.P.A.: ""Diego confimed that the boy is at least a Muslim. He was told, when he asked, that the boy is Uighur. But Diego also said that in this area, a Han minority lives."""
2009-07-10T16:22:37Z,News,July 10: Updates on Iran's Post-Election Turmoil,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/07/10/updates-on-irans-post-election-turmoil/,None,None,"The Lede is continuing to track the reaction to Iran's disputed presidential election online. After Thursday's renewed protests, on the tenth anniversary of student demonstrations in 1999, more evidence of the protests, and of the authorities...","As we have since the morning of the presidential election in Iran on June 12, The Lede is continuing to track the reaction to the vote, and the disputed results, online. After Thursday's renewed protests, on the tenth anniversary of student demonstrations that were met with violence in 1999, more evidence of the protests, and the authorities response to them, continues to appear on the Web."
2009-07-10T00:00:00Z,Iran; Demonstrations and Riots; Elections; Freedom and Human Rights; Basij,Iran Protesters Take to Streets Despite Threats,The New York Times,article,http://www.nytimes.com/2009/07/10/world/middleeast/10iran.html,Foreign,World,"Iranian security forces moved in quickly to try to disperse protesters, shattering 11 days of tense calm in Tehran.","Iranian security forces moved in quickly to try to disperse protesters, shattering 11 days of tense calm in Tehran."
2009-07-11T00:00:00Z,Demonstrations and Riots; Elections,Iran Protesters Take to Streets Despite Threats,The New York Times,article,http://www.nytimes.com/2009/07/11/world/middleeast/11iran.html,Foreign,World,"Iranian security forces moved in quickly to try to disperse protesters, shattering 11 days of tense calm in Tehran.","Iranian security forces moved in quickly to try to disperse protesters, shattering 11 days of tense calm in Tehran."
2009-07-11T00:00:00Z,,G-8 Protesters Spare Earthquake Victims the Riots,International Herald Tribune,article,http://query.nytimes.com/gst/fullpage.html?res=9A06E3DD123FF932A25754C0A96F9C8B63,Foreign Desk,World,"L'AQUILA, ITALY -- As demonstrations against the Group of 8 countries go, the protest march organized by anti-globalization groups here Friday was remarkably subdued.     There were no riots, no launching of tear gas or violent clashes with the...","L'AQUILA, ITALY -- As demonstrations against the Group of 8 countries go, the protest march organized by anti-globalization groups here Friday was remarkably subdued. There were no riots, no launching of tear gas or violent clashes with the police in the central Italian city ravaged by an earthquake three months ago. The demonstration was unusually small, too, for an international event -- 7,000 participants according to organizers, 2,000 according to the police. But from the offset, the organizers had not wanted to drum up big numbers to not add to the discomfort of the tens of thousands of people living in tents."
2009-07-14T10:24:28Z,,Separation Barrier in Fiction and Fact,The New York Times,article,http://thelede.blogs.nytimes.com/2009/07/14/blogs/14thelede-israeli-22607.html,None,Blogs,"Israeli bloggers are debating a new television commercial for Israel's largest cell phone company which seems to make the ""good fences make good neighbors"" argument in favor of the controversial separation barrier being built in and around the West...","Israeli bloggers are debating a new television commercial for Israel's largest cell phone company which seems to make the ""good fences make good neighbors"" argument in favor of the controversial separation barrier being built in and around the West Bank."
2009-07-14T10:24:28Z,News,Israeli Ad Makes Light of Separation Barrier,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/07/14/israeli-ad-makes-light-of-separation-barrier/,None,None,"Israeli bloggers are debating a new television commercial for Israel's largest cell phone company which seems to make the ""good fences make good neighbors"" argument in favor of the controversial separation barrier being built in and around the West...","Updated | 1:58 p.m. According to Noam Sheizaf, who writes the blog Promised Land from Tel Aviv, ""the Israeli blogosphere is boiling"" this week with discussion of this new television commercial for Israel's largest cellphone company, Cellcom, which seems to make the ""good fences make good neighbors"" argument in favor of the controversial separation barrier being built in and around the West Bank:"
2009-07-14T00:00:00Z,Moon; Apollo Project; Space; National Aeronautics and Space Administration; Science and Technology,"40 Years on, Reflections in a Sliver of the Moon",The New York Times,article,http://www.nytimes.com/2009/07/14/science/space/14rock.html,Science,Science,Coming to grips with the fact that it had been 40 years since Neil Armstrong made those first footprints in the lunar soil.,Coming to grips with the fact that it had been 40 years since Neil Armstrong made those first footprints in the lunar soil.
2009-07-16T00:00:00Z,"Demonstrations and Riots; Venezuela; Chavez, Hugo",Turmoil in Venezuelan Town,The New York Times,article,http://www.nytimes.com/2009/07/16/world/americas/16venez-floater.html,Foreign,World,"National Guard troops in Curiepe, Venezuela, seized a police station controlled by a leading opponent of President Hugo Chávez on Wednesday, setting off clashes between troops and protesters.","National Guard troops in Curiepe, Venezuela, seized a police station controlled by a leading opponent of President Hugo Chávez on Wednesday, setting off clashes between troops and protesters."
2009-07-17T06:36:47Z,News,July 17: Updates on Post-Election Protests in Iran,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/07/17/latest-updates-on-post-election-protests-in-iran/,None,None,"A Friday prayer event in Tehran led by Ali Akbar Hashemi Rafsanjani, a senior cleric and former president of Iran who supports the opposition, set off new clashes between protesters and Iran's security forces. The Lede is following reports of the...","The Friday Prayer event in Tehran led by Ali Akbar Hashemi Rafsanjani, a senior cleric and former president who supports the opposition, set off new clashes between protesters and Iran's security forces. To supplement the work of Robert Worth and Alan Cowell, who are writing the main news article on the day's events for The New York Times, The Lede is providing updates on the protests as information becomes available. Please refresh this page throughout the day to get the latest updates at the top of your screen."
2009-07-17T00:00:00Z,"Iran; Moussavi, Mir Hussein; Basij; Rafsanjani, Ali Akbar Hashemi; Ahmadinejad, Mahmoud; Demonstrations and Riots; Voting and Voters","In Tehran, a Symbol Is Ready to Reappear",The New York Times,article,http://www.nytimes.com/2009/07/17/world/middleeast/17iran.html,Foreign,World,The Iranian opposition leader Mir Hussein Moussavi on Friday will make his first appearance at an official event since the nation’s disputed presidential election.,The Iranian opposition leader Mir Hussein Moussavi on Friday will make his first appearance at an official event since the nation’s disputed presidential election.
2009-07-18T00:00:00Z,China; Uighurs (Chinese Ethnic Group); Demonstrations and Riots; Urumqi (China); Police,Chinese Question Police Absence in Ethnic Riots,The New York Times,article,http://www.nytimes.com/2009/07/18/world/asia/18xinjiang.html,Foreign,World,"Not only were officials and security forces unable to contain the violence, but average people clashed with the police en masse.","Not only were officials and security forces unable to contain the violence, but average people clashed with the police en masse."
2009-07-18T00:00:00Z,"Rafsanjani, Ali Akbar Hashemi; Iran; Demonstrations and Riots; Elections","Tehran Losing Iranians’ Trust, Ex-Leader Says",The New York Times,article,http://www.nytimes.com/2009/07/18/world/middleeast/18iran.html,Foreign,World,"A former Iranian president, Ali Akbar Hashemi Rafsanjani, called for the release of hundreds of democracy advocates and protesters who have been arrested recently.","A former Iranian president, Ali Akbar Hashemi Rafsanjani, called for the release of hundreds of democracy advocates and protesters who have been arrested recently."
2009-07-22T00:00:00Z,"Khamenei, Ali; Ahmadinejad, Mahmoud; Iran",Ayatollah Tells Ahmadinejad to Drop Choice for Top Iranian Deputy,The New York Times,article,http://www.nytimes.com/2009/07/22/world/middleeast/22iran.html,Foreign,World,"The official, Esfandiar Rahim Mashaei, had angered conservatives with his remarks on Israel.","The official, Esfandiar Rahim Mashaei, had angered conservatives with his remarks on Israel."
2009-07-23T00:00:00Z,South Africa; Demonstrations and Riots,South Africa: Protests Turn Violent,The New York Times,article,http://www.nytimes.com/2009/07/23/world/africa/23briefs-Safrica.html,Foreign,World,"Protesters demanded improved services and more jobs, in one of the biggest challenges to President Jacob Zuma since he took office.","Protesters demanded improved services and more jobs, in one of the biggest challenges to President Jacob Zuma since he took office."
2009-07-25T00:00:00Z,"Honduras; Zelaya Rosales, Jose Manuel; Micheletti, Roberto; Clinton, Hillary Rodham; Coups D'Etat and Attempted Coups D'Etat; International Relations",Exiled Leader of Honduras Steps Into Country,The New York Times,article,http://www.nytimes.com/2009/07/25/world/americas/25honduras.html,Foreign,World,"The ousted president, Manuel Zelaya, briefly stepped a few feet inside Honduran territory on Friday afternoon and demanded that he be allowed to return to power.","The ousted president, Manuel Zelaya, briefly stepped a few feet inside Honduran territory on Friday afternoon and demanded that he be allowed to return to power."
2009-07-27T00:00:00Z,"Saakashvili, Mikheil; Georgia (Georgian Republic); Politics and Government",Georgia’s Leader Escapes Damage in Biden Visit,The New York Times,article,http://www.nytimes.com/2009/07/27/world/europe/27georgia.html,Foreign,World,President Mikheil Saakashvili has shown a remarkable ability both to make mistakes and to recover from them.,President Mikheil Saakashvili has shown a remarkable ability both to make mistakes and to recover from them.
2009-07-30T07:45:33Z,News,July 30: Updates on Post-Election Protests in Iran,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/07/30/updates-on-new-post-election-protests-in-iran/,None,None,"Opposition supporters in Iran gathered to mark the 40th day after the death of several protesters on June 20, including Neda Agha-Soltan, whose last moments were caught on video that day. The Lede continues to track news of the protests in Iran...","Opposition supporters in Iran gathered in Tehran to mark the 40th day after the death of several protesters on June 20, including Neda Agha-Soltan, the young woman whose last moments were captured on video that day and seen around the world on the Web. The Lede is tracking news of today's protests online, to supplement reporting for The Times by Robert Worth and Nazila Fathi. Refresh this page to get the latest updates at the top of your screen. Readers are encouraged to use the comments box below this post to let us know of any first-hand accounts of today's events they come across online or hear from contacts in Iran."
2009-07-31T17:32:14Z,News,Latest Iran Protests Reverberate Online,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/07/31/latest-iran-protests-reverberate-online/,None,None,"On Friday, one day after opposition supporters took to Iran's streets again, Iranian bloggers pointed to video and photographs that, they say, document abuses by the security forces and continuing defiance by the protesters.","Original Post | Friday | 5:32 p.m. On Friday, one day after opposition supporters took to Iran's streets again to protest the June 12 presidential election, Iranian bloggers pointed to video and photographs that they say document abuses by the security forces and continuing defiance by the protesters."
2009-07-31T00:00:00Z,"Honduras; Zelaya Rosales, Jose Manuel; Demonstrations and Riots",Honduras: Clashes at Protests,The New York Times,article,http://www.nytimes.com/2009/07/31/world/americas/31briefs-hondbrf.html,Foreign,World,"Several people were wounded and more than 100 were arrested Thursday during clashes between the police and supporters of the ousted president, Manuel Zelaya.","Several people were wounded and more than 100 were arrested Thursday during clashes between the police and supporters of the ousted president, Manuel Zelaya."
2009-07-31T00:00:00Z,"Iran; Agha-Soltan, Neda; Demonstrations and Riots; Islamic Revolutionary Guards Corps; Moussavi, Mir Hussein; Ahmadinejad, Mahmoud; Elections","Iranians Gather in Grief, Then Face Police",The New York Times,article,http://www.nytimes.com/2009/07/31/world/asia/31iran.html,Foreign,World,"Thousands gathered to commemorate those killed in Iran’s post-election crackdown, but a vast force of police officers dispersed them.","Thousands gathered to commemorate those killed in Iran’s post-election crackdown, but a vast force of police officers dispersed them."
2009-07-31T00:00:00Z,"AGHA-SOLTAN, NEDA; IRAN; DEMONSTRATIONS AND RIOTS","Iranians Gather in Grief, Then Face Police Batons",The New York Times,article,http://www.nytimes.com/2009/07/31/world/middleeast/31iran.html,Foreign Desk,World,"Iranian police dispersed thousands of opposition supporters in Tehran on Thursday as they massed to commemorate those killed in unrest, witnesses said.","Thousands of people gathered in Tehran on Thursday to commemorate those killed in Iran's post-election crackdown, but a vast deployment of police officers used tear gas and wooden batons to disperse them, in some of the largest and most violent street clashes in weeks. The mourners gathered at the freshly dug graves of protesters, including Neda Agha-Soltan, a young woman whose bloodied image has become an icon of the opposition movement. As the opposition leader Mir Hussein Moussavi arrived at the Behesht-e-Zahra cemetery, the police barred him from entering, and angry mourners chanted, ''Neda lives! Ahmadinejad is dead!'' referring to Iran's president, Mahmoud Ahmadinejad, witnesses said."
2009-08-01T00:00:00Z,"Iran; Ahmadinejad, Mahmoud; Demonstrations and Riots; Khamenei, Ali",Iran President Denies Rift With Leader,The New York Times,article,http://www.nytimes.com/2009/08/01/world/middleeast/01iran.html,Foreign,World,"President Mahmoud Ahmadinejad defended himself amid a rising chorus of critics, while a prominent conservative gave him a stark warning.","President Mahmoud Ahmadinejad defended himself amid a rising chorus of critics, while a prominent conservative gave him a stark warning."
2009-08-02T00:00:00Z,"Malaysia; Demonstrations and Riots; Ibrahim, Anwar; Jemaah Islamiyah",Hundreds Held in Large Protest in Malaysia,The New York Times,article,http://www.nytimes.com/2009/08/02/world/asia/02malaysia.html,Foreign,World,"Demonstrators gathered in the capital, Kuala Lumpur, to demand that the government rescind a law that allows the imprisonment of citizens without trial.","Demonstrators gathered in the capital, Kuala Lumpur, to demand that the government rescind a law that allows the imprisonment of citizens without trial."
2009-08-02T00:00:00Z,"Iran; United States International Relations; International Relations; Obama, Barack",The Making of an Iran Policy,The New York Times,article,http://www.nytimes.com/2009/08/02/magazine/02Iran-t.html,Magazine,Magazine,Inside the Obama administration’s struggle with its biggest diplomatic challenge.,Inside the Obama administration’s struggle with its biggest diplomatic challenge.
2009-08-03T11:35:01Z,News,"Four Years Ago in Tehran, a More United Regime",The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/08/03/four-years-ago-in-tehran-a-more-united-regime/,None,None,Last Updated (below) | 5:20 p.m. This post has been updated throughout the day as more information has become available on new protests today in Iran. Scroll to the bottom of this post for the latest updates. As my colleagues Robert Worth and Nazila...,Last Updated (below) | 5:20 p.m. This post has been updated throughout the day as more information has become available on new protests today in Iran. Scroll to the bottom of this post for the latest updates.
2009-08-03T00:00:00Z,Demonstrations and Riots; Malaysia; Kuala Lumpur (Malaysia),Malaysian Arrests Put in Question Vow of Rights,The New York Times,article,http://www.nytimes.com/2009/08/03/world/asia/03malaysia.html,Foreign,World,Malaysia’s honeymoon of liberalism hit the rocks when the police broke up a large rally in Kuala Lumpur.,Malaysia’s honeymoon of liberalism hit the rocks when the police broke up a large rally in Kuala Lumpur.
2009-08-05T00:00:00Z,Sudan; Women; Islam; Police Brutality and Misconduct,Sudan: Protesters Beaten,The New York Times,article,http://www.nytimes.com/2009/08/05/world/africa/05briefs-Sudan.html,Foreign,World,The police fired tear gas and beat women protesting outside a court in Khartoum on Tuesday during the trial of a female journalist accused of violating the Islamic dress code by wearing trousers in public.,The police fired tear gas and beat women protesting outside a court in Khartoum on Tuesday during the trial of a female journalist accused of violating the Islamic dress code by wearing trousers in public.
2009-08-05T00:00:00Z,South Korea; Ssangyong Motor; Labor,Korean Police Raid Occupied Factory,The New York Times,article,http://www.nytimes.com/2009/08/05/world/asia/05seoul.html,Foreign,World,The police raided an auto factory that had been occupied for more than two months by hundreds of workers resisting layoffs.,The police raided an auto factory that had been occupied for more than two months by hundreds of workers resisting layoffs.
2009-08-05T00:00:00Z,SOUTH KOREA; SSANGYONG MOTOR CO; AUTOMOBILES; LABOR; DEMONSTRATIONS AND RIOTS; FACTORIES AND INDUSTRIAL PLANTS; LAYOFFS AND JOB REDUCTIONS,South Korea: Factory Raided,The New York Times,article,http://query.nytimes.com/gst/fullpage.html?res=9C05E2DD143BF936A3575BC0A96F9C8B63,Foreign Desk,World,"Firing water cannons, the police raided the Ssangyong Motor Company on Tuesday to reclaim the plant, which had been occupied for more than two months by hundreds of workers resisting layoffs. After a day of battles, with workers firing nuts and bolts...","Firing water cannons, the police raided the Ssangyong Motor Company on Tuesday to reclaim the plant, which had been occupied for more than two months by hundreds of workers resisting layoffs. After a day of battles, with workers firing nuts and bolts with slingshots and police helicopters showering workers from above with tear gas, the police gained control of all but one of the factory buildings, where about 500 workers continued to make a last stand."
2009-08-06T00:00:00Z,Seoul (South Korea); Ssangyong Motor; Labor; Police,South Korean Police Try Again to Evict Workers From Auto Factory,The New York Times,article,http://www.nytimes.com/2009/08/06/world/asia/06seoul.html,Foreign,World,Police commandos stormed a car factory in what the authorities hoped would be a final push to evict workers who had seized the plant.,Police commandos stormed a car factory in what the authorities hoped would be a final push to evict workers who had seized the plant.
2009-08-09T19:05:31Z,News,"From Woodstock to Sarah Palin, or Not",The New York Times,blogpost,http://roomfordebate.blogs.nytimes.com/2009/08/09/from-woodstock-to-sarah-palin/,None,Opinion,A word that Republicans hate and businessmen love.,"The promotions for television specials on the 40th anniversary of Woodstock place it in a 60's panorama, with scenes from the Summer of Love, antiwar demonstrations, urban riots and the Black Panthers. But what was Woodstock's particular significance in that era? And what is its real legacy, aside from being a one-word boo-getter at Republican political rallies? Was Woodstock less threatening than other, more serious chapters of the 60's -- like racial confrontation and antiwar militancy -- because it was a commercial, rather than a political, turning point? Or did it inflame the silent majority and help create the Reagan revolution?"
2009-08-10T00:00:00Z,Moscow (Russia); Police Brutality and Misconduct; Police,"Shock Over Rampage, but Not Much Surprise About the Culprit",The New York Times,article,http://www.nytimes.com/2009/08/10/world/europe/10ruspolice.html,Foreign,World,"A police officer’s shooting spree has come to symbolize a crisis in Russian law enforcement, making the issue of police criminality almost impossible to ignore.","A police officer’s shooting spree has come to symbolize a crisis in Russian law enforcement, making the issue of police criminality almost impossible to ignore."
2009-08-12T11:51:54Z,News,When Is a Parent's Job Complete?,The New York Times,blogpost,http://parenting.blogs.nytimes.com/2009/08/12/when-is-a-parents-job-complete/,None,Style,"After years of protecting our kids, what should we do -- and what are we allowed to do -- to keep them safe once they are grown?","Masha Hamilton's latest novel, 31 Hours, explores what it means to be the parent of a young adult. As I prepare to take my oldest son off to college (more about that next week), the question she raises - in the book and in a guest essay today - is one that has been looping through my brain for months now: after years of protecting our kids, what should we do - and what are we allowed to do - to keep them safe once they are grown?"
2009-08-19T10:41:31Z,News,Iran's Opposition Claims 'Evidence' of Rapes,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/08/19/letters-describe-the-iranian-guantanamo/,None,None,"The reformist cleric Mehdi Karroubi asked to meet President Mahmoud Ahmadinejad and other senior Iranian officials to present ""documents and evidence"" supporting his claims that some protesters detained during post-election demonstrations in Iran had...","On Wednesday in Tehran, the reformist cleric Mehdi Karroubi asked to meet with President Mahmoud Ahmadinejad and other senior Iranian officials to present ""documents and evidence"" supporting his claims that some protesters detained during post-election demonstrations in Iran had been raped in custody."
2009-08-23T00:00:00Z,Kentucky; Prisons and Prisoners; Demonstrations and Riots,Inmates Set Fires in Riot in Kentucky,The New York Times,article,http://www.nytimes.com/2009/08/23/us/23riot.html,National,U.S.,"The fires at the Northpoint Training Center damaged some buildings so extensively that officials were busing many of the facility’s 1,200 prisoners elsewhere, the police said Saturday.","The fires at the Northpoint Training Center damaged some buildings so extensively that officials were busing many of the facility’s 1,200 prisoners elsewhere, the police said Saturday."
2009-08-23T00:00:00Z,Group of Twenty; Demonstrations and Riots; Pittsburgh (Pa); Police,"Pittsburgh Seeks 4,000 Extra Police Officers to Help With the Group of 20 Meeting",The New York Times,article,http://www.nytimes.com/2009/08/23/us/23pittsburgh.html,National,U.S.,"The advocacy groups that have been planning to march, form tent cities and demonstrate worry that the heightened security will itself cause a problem.","The advocacy groups that have been planning to march, form tent cities and demonstrate worry that the heightened security will itself cause a problem."
2009-08-28T00:00:00Z,"West Bank; Palestinians; Israel; Demonstrations and Riots; Tutu, Desmond M; Elders, The","In Village, Palestinians See Model for Their Cause",The New York Times,article,http://www.nytimes.com/2009/08/28/world/middleeast/28bilin.html,Foreign,World,"A group of famous left-leaning elder statesmen visited Bilin, a West Bank village that is a symbol of Palestinian civil disobedience, and told protest organizers how much they admired their work.","A group of famous left-leaning elder statesmen visited Bilin, a West Bank village that is a symbol of Palestinian civil disobedience, and told protest organizers how much they admired their work."
2009-08-31T00:00:00Z,Latin America; Freedom of the Press; Brazil; Venezuela; News and News Media,Latin American Journalists Face New Opposition,The New York Times,article,http://www.nytimes.com/2009/08/31/world/americas/31brazil.html,Foreign,World,"In Brazil, an official’s son won a court injunction against a newspaper, while a new education law in Venezuela restricts the news media there.","In Brazil, an official’s son won a court injunction against a newspaper, while a new education law in Venezuela restricts the news media there."
2009-08-31T00:00:00Z,"Gabon; Bongo, Omar; Elections; Voting and Voters",Late President’s Son Favored in Gabon Election,The New York Times,article,http://www.nytimes.com/2009/08/31/world/africa/31gabon.html,Foreign,World,"The son of the late El Hadj Omar Bongo Ondimba, one of Africa’s last “Big Men,” was considered likely to extend his family’s control of the small central African nation.","The son of the late El Hadj Omar Bongo Ondimba, one of Africa’s last “Big Men,” was considered likely to extend his family’s control of the small central African nation."
2009-09-03T00:00:00Z,Jews and Judaism; Demonstrations and Riots; Jerusalem (Israel),"Religious-Secular Divide, Tugging at Israel’s Heart",The New York Times,article,http://www.nytimes.com/2009/09/03/world/middleeast/03jerusalem.html,Foreign,World,The opening of a parking lot underneath city hall has helped start another round of what local residents call the “Sabbath wars.”,The opening of a parking lot underneath city hall has helped start another round of what local residents call the “Sabbath wars.”
2009-09-04T00:00:00Z,"Gabon; Bongo, Ali Ben; Elections; Politics and Government; Bongo, Omar; Demonstrations and Riots",Son of Late Gabon Leader Declared Winner in Vote,The New York Times,article,http://www.nytimes.com/2009/09/04/world/africa/04gabon.html,Foreign,World,"Ali Bongo, the son of the country’s late leader, was declared the winner of the presidential elections, triggering unrest and allegations of fraud.","Ali Bongo, the son of the country’s late leader, was declared the winner of the presidential elections, triggering unrest and allegations of fraud."
2009-09-05T00:00:00Z,China; Demonstrations and Riots; Xinjiang (China); Uighurs (Chinese Ethnic Group),China Says Five Dead in Latest Xinjiang Unrest,The New York Times,article,http://www.nytimes.com/2009/09/05/world/asia/05china.html,Foreign,World,At least five people have been killed and 14 have been wounded or hospitalized during days of protests by ethnic Han demanding a government clampdown on Uighurs.,At least five people have been killed and 14 have been wounded or hospitalized during days of protests by ethnic Han demanding a government clampdown on Uighurs.
2009-09-05T00:00:00Z,,Deaths Add to Tension in Capital of Xinjiang,International Herald Tribune,article,http://query.nytimes.com/gst/fullpage.html?res=9F0CE5DF1E30F936A3575AC0A96F9C8B63,Foreign Desk,World,"BEIJING -- At least five people have been killed and 14 have been wounded or hospitalized during days of protests by ethnic Han demanding a government clampdown on Uighurs in the capital of the restive western region of Xinjiang, according to the...","BEIJING -- At least five people have been killed and 14 have been wounded or hospitalized during days of protests by ethnic Han demanding a government clampdown on Uighurs in the capital of the restive western region of Xinjiang, according to the state news agency, which cited the city's deputy mayor. The deputy mayor, Zhang Hong, gave the casualty toll at a news conference late Friday night in Urumqi, the regional capital. The state news agency, Xinhua, did not report the ethnicities of the victims and had no other details. Urumqi remained paralyzed Friday as Han protesters continued to rally in parts of the city to call for greater security measures against alleged Uighur attacks, forcing the government to close schools, offices and shops to keep people off the streets and to block traffic from the city center. The police used tear gas to disperse protesters, and loud booms from the firing of gas canisters could be heard from the city center, witnesses said."
2009-09-18T06:39:44Z,News,Sept. 18: Latest Updates on Opposition Protests in Iran,The New York Times,blogpost,http://thelede.blogs.nytimes.com/2009/09/18/latest-updates-on-protests-in-iran/,None,None,The Lede is tracking reports of protests in Iran on the Web.,"To supplement coverage of new opposition protests on Friday in Iran by our Times colleagues, The Lede is tracking reports of the events online. Readers who are in Iran or in touch with people there are encouraged to use the comments thread below to share or point us to first-hand accounts of the demonstrations in the form of text, video or photographs posted on the Web."
2009-09-18T00:00:00Z,United States Defense and Military Forces; Draft and Recruitment (Military); United States Marine Corps; Advertising and Marketing; Online Advertising,"With Recruiting Goals Exceeded, Marines Toughen Their Ad Pitch",The New York Times,article,http://www.nytimes.com/2009/09/18/us/18marines.html,National,U.S.,"On Saturday, the Marine Corps will unveil its newest advertising campaign, highlighting in high-definition detail the grit, sweat and tears of boot camp.","On Saturday, the Marine Corps will unveil its newest advertising campaign, highlighting in high-definition detail the grit, sweat and tears of boot camp."
2009-09-19T00:00:00Z,"Ahmadinejad, Mahmoud; Holocaust and the Nazi Era; Iran; Demonstrations and Riots; Politics and Government; Karroubi, Mehdi; Khatami, Mohammad; Moussavi, Mir Hussein","Despite Warning, Thousands Rally in Iran",The New York Times,article,http://www.nytimes.com/2009/09/19/world/middleeast/19iran.html,Foreign,World,The opposition protests were the largest in two months and came on an annual day of support for Palestinians.,The opposition protests were the largest in two months and came on an annual day of support for Palestinians.
2009-09-22T00:00:00Z,"DEMONSTRATIONS AND RIOTS; ; HONDURAS; ZELAYA ROSALES, JOSE MANUEL; ",Riots in Honduras ,None,multimedia,http://www.nytimes.com/slideshow/2009/09/22/world/20090923-HONDURAS_index.html,None,None,"A rally supporting the deposed Honduran leader Manuel Zelaya was dispersed by police officers using tear gas outside the Brazilian Embassy in Tegucigalpa, Honduras.","A rally supporting the deposed Honduran leader Manuel Zelaya was dispersed by police officers using tear gas outside the Brazilian Embassy in Tegucigalpa, Honduras."
2009-09-23T00:00:00Z,"Honduras; Zelaya Rosales, Jose Manuel; Coups D'Etat and Attempted Coups D'Etat",Mystery in Honduran Leader’s Return,The New York Times,article,http://www.nytimes.com/2009/09/23/world/americas/23honduras.html,Foreign,World,"After initially denying that Manuel Zelaya had come back, the government that ousted him was forced to send soldiers and the police to disperse thousands of his backers.","After initially denying that Manuel Zelaya had come back, the government that ousted him was forced to send soldiers and the police to disperse thousands of his backers."
2009-09-24T22:10:39Z,Demonstrations and Riots; Group of Twenty; Pittsburgh (Pa),Tear Gas Used at G-20 Conference,The New York Times,multimedia,http://www.nytimes.com/video/us/1247464818090/tear-gas-used-at-g-20-conference.html,U.S.,U.S.,Protesters were met by tear gas after they tried to march toward the convention center where the G-20 conference was being held.  Produced by Colin Moynihan/The New York Times.,Protesters were met by tear gas after they tried to march toward the convention center where the G-20 conference was being held.  Produced by Colin Moynihan/The New York Times.
2009-09-24T22:10:39Z,Pittsburgh (Pa); Demonstrations and Riots; Group of Twenty,Tear Gas Used at G-20 Conference,The New York Times,multimedia,http://www.nytimes.com/video/2009/09/24/us/1247464818090/tear-gas-used-at-g-20-conference.html,U.S.,U.S.,Protesters were met by tear gas after they tried to march toward the convention center where the G-20 conference was being held.  Produced by Colin Moynihan/The New York Times.,Protesters were met by tear gas after they tried to march toward the convention center where the G-20 conference was being held.  Produced by Colin Moynihan/The New York Times.
2009-09-24T00:00:00Z,Pittsburgh (Pa); Group of Twenty; United States Economy; Demonstrations and Riots; Summit Conferences,"For Pittsburgh, G-20 Meeting Is a Mixed Blessing",The New York Times,article,http://www.nytimes.com/2009/09/24/us/24pittsburgh.html,National,U.S.,"The city hopes to revise its gritty Rust Belt image during the gathering, but protesters have their own message.","The city hopes to revise its gritty Rust Belt image during the gathering, but protesters have their own message."
2009-09-24T00:00:00Z,"Honduras; Zelaya Rosales, Jose Manuel; Coups D'Etat and Attempted Coups D'Etat",Honduras’s Two Presidents Keep Their Distance,The New York Times,article,http://www.nytimes.com/2009/09/24/world/americas/24honduras.html,Foreign,World,The two men who claim to be the president of Honduras passed another day without meeting as residents of the capital city used a break in a curfew to store up supplies.,The two men who claim to be the president of Honduras passed another day without meeting as residents of the capital city used a break in a curfew to store up supplies.
